URL || System Output || ODP Ground Truth
http://www.ussquash.com/ || Competitive squash for men and women over eight . All rankings catered for . Includes rules , historical results , cost , membership details , news , and calendar . || The USA Squash Racquets Association : rankings , tournament schedules , and popular `` Talk Squash '' forum .
http://www.codeweavers.com/ || A list of questions and answers for the project . It contains both general and technical information : project status , what it is and what it does and how to obtain and configure and run it . || Provides products and services to run Windows software on Intel Mac and Linux systems , or thin client servers , without needing a Windows OS license .
http://tools.ietf.org/html/rfc2772 || Cops usage for rsvp . RFC 2772 , R. 2772 , d. durham , s. herzog , R. rajan , a. sastry . January 2000 . || 6Bone Backbone Routing Guidelines . R. Rockell , R. Fink . February 2000 .
http://www.bluffton.edu/sports/softball/ || Official site of the Sports with an overview of the team , pictures , roster , scores , game schedule , and Shelly . || Official site of the Beavers with news items , past results , pictures , a roster , and coaching staff .
http://www.eatsc.org.uk || Information on facilities , leagues , teams and membership . Located in Norwich , East Anglia , england . || Information on facilities and membership . Located in Norwich , England .
http://www.bupipedream.com/ || Student newspaper of the Binghamton University , State University of New York . || Binghamton University 's twice-weekly student newspaper . Includes a classified section with ads for student housing .
http://www.manchester.edu/Athletics/basketballm/ || Official site of the Spartans . Features game schedules and results , team rosters , statistics , and coach profiles . || Official site of the Spartans . Features game schedules and results , team rosters , statistics , and coach profiles .
http://www.redandblack.com/ || Official student weekly of the University of Georgia in Athens . || Independent student daily of the University of Georgia at Athens .
http://www.godiplomats.com/sports/w-track/index || Diplomats Compete 's official site . News , schedule , roster , history , school records , coaching staff , and past season information . || Diplomat women 's official site . News , schedule , roster , history , school records , coaching staff , and past season information .
http://plato.stanford.edu/entries/frege-logic/ || Biography from the mactutor history of mathematics archive . || By Edward N. Zalta of Stanford University .
http://caribbeansquash.org || Includes news items , details of the casa tournament , player rankings , a calendar of upcoming events , and player profiles . || Includes news items , a calendar of tournaments , player rankings , and a staff listing .
http://highlandparklacrosse.org || North texas high school lacrosse league . Information on team history , schedules and announcements . School is in Highland Park . || North Texas High School Lacrosse League . Information on team history , schedules and announcements .
http://www.lsureveille.com/ || Offers up to date information for the business community . || Student newspaper for Louisiana State University at Baton Rouge .
http://www.sandyfordcc.org || News , information , results , fixtures , history , photographs , links and a forum . Sandyford . || Information about the club and its facilities . Dublin .
http://www.yuelingchen.com/ || Biography and other information about the Olympic who won a gold medal at the Chinese and is depicted in the yuelingchen . || The first Chinese athlete to ever win an Olympic Gold Medal in track and field . Now training to be part of the U.S. Olympic team , she hopes to repeat her Gold Medal performance .
http://www.probosslacrosse.com/ || Camp for boys ages 1 18 with PDR Ltd , registration , contacts and events description . || Ontario , Canada camp with pictures , contact information , mailing list , equipment sales and schedule of events .
http://www.newsrecord.org/ || Official student newspaper of University of Cincinnati . || Thrice-weekly student newspaper of the University of Cincinnati .
http://www.emis.de/individual-members.html || A list of all of the individual working in a given century . || Searchable directory of individual members of the European Mathematical Society who have permitted the publication of their data .
http://www.optimointi.fi/ || Optimointi society . || Finnish OR society .
http://www.collegenews.org/ || Timely news and special communications from the Annapolis Group relations office . || News and commentary from the Annapolis Group , an alliance of liberal arts colleges .
http://www.dailypennsylvanian.com/rss/feed.php || Independent student newspaper for the dailypennsylvanian in Philadelphia . || Stories from the independent student newspaper of the University of Pennsylvania in Philadelphia .
